scaffold	length	coverage	breadth	nucl_diversity	coverage_median	coverage_std	coverage_SEM	breadth_minCov	breadth_expected	nucl_diversity_median	nucl_diversity_rarefied	nucl_diversity_rarefied_median	breadth_rarefied	conANI_reference	popANI_reference	SNS_count	SNV_count	divergent_site_count	population_divergent_sites	consensus_divergent_sites
NZ_AZFK01000074.1	4873	0.0547917094192489	0.0547917094192489		0	0.2275732365594986	0.0032603749393448	0.0	0.0472293633916059				0.0	0.0	0.0	0	0	0	0	0
NZ_AZFK01000076.1	86165	0.1013404514594092	0.0309754540706783	0.0052034040186981	0	0.678072089086051	0.002310005118587	0.0065803980734637	0.0855967558284296	0.0			0.0	0.9753086419753086	0.980599647266314	11	5	16	11	14
NZ_AZFK01000077.1	227543	0.0289307954979937	0.0149246516043121		0	0.2605120090749541	0.0005461311680131	0.0	0.0252223569703811				0.0	0.0	0.0	0	0	0	0	0
NZ_AZFK01000081.1	11729	2.78642680535425	0.2429874669622303	0.0214640016102776	0	7.485581668375799	0.06912156686318	0.1382044505072896	0.9146004860049092	0.0	0.0179800003767013	0.0	0.0034103504135049	0.9697717458359038	0.9876619370758792	18	89	107	20	49
NZ_AZFK01000082.1	993	1.9828801611278952	0.5206445115810675	0.0157582194078713	1	2.537276763850131	0.0805586178108997	0.2578046324269889	0.8263794628635887	0.0			0.0	0.984375	0.98828125	3	7	10	3	4
NZ_AZFK01000083.1	52111	0.0817869547696263	0.0128379804647771	0.0088641684971108	0	0.8043106981490594	0.0035234110231554	0.0057953215252058	0.0696718271626563	0.0			0.0	0.9933774834437086	1.0	0	5	5	0	2
NZ_AZFK01000084.1	35353	0.0863293072723672	0.0395157412383673	0.0012749003699101	0	0.5119156352145761	0.0027226473926822	0.0070998217973015	0.0733958046439853	0.0			0.0	0.9840637450199204	0.9840637450199204	4	0	4	4	4
NZ_AZFK01000086.1	42702	0.0055266732237365	0.0055266732237365		0	0.0741358827209511	0.0003587644812983	0.0	0.0048681643466317				0.0	0.0	0.0	0	0	0	0	0
NZ_AZFK01000087.1	139359	0.0422290630673297	0.0123350483284179	0.0018475750852677	0	0.4036878373600391	0.0010813834343669	0.0031070831449709	0.0366016164898501	0.0			0.0	0.9838337182448036	0.9838337182448036	7	1	8	7	7
NZ_AZFK01000088.1	70439	0.0272292338051363	0.0081346981075824	0.0013502109402845	0	0.3300638193001408	0.0012436392284319	0.0033646133533979	0.0237566732528708	0.0			0.0	0.9915611814345991	0.9915611814345991	2	0	2	2	2
NZ_AZFM01000003.1	110529	0.0051389228166363	0.0025966036062933		0	0.1009809522118255	0.0003037409212509	0.0	0.0045273891822563				0.0	0.0	0.0	0	0	0	0	0
NZ_AZFM01000011.1	65066	0.0042264777303046	0.0042264777303046		0	0.0648738361460138	0.0002543289876123	0.0	0.0037250246540009				0.0	0.0	0.0	0	0	0	0	0
NZ_AZFM01000012.1	63592	0.0125015725248458	0.0061013964020631		0	0.1773899245597266	0.000703446578737	0.0	0.0109781835864125				0.0	0.0	0.0	0	0	0	0	0
NZ_AZFM01000062.1	3521	6.315535359272934	0.3132632774779892	0.0047369769526108	0	15.777244822644152	0.2659254072368897	0.209883555808009	0.996214653013696	0.0	0.0036587157380689	0.0	0.0619142289122408	0.9905277401894452	0.9918809201623816	6	5	11	6	7
NZ_AZFM01000074.1	1856	17.34698275862069	0.5619612068965517	0.0028361021648354	1	32.84587623620111	0.762621237137812	0.2338362068965517	0.9999997772878656	0.0	0.0020854702362647	0.0	0.1891163793103448	0.97926267281106	0.97926267281106	9	2	11	9	9
NZ_AZFM01000084.1	1008	0.2777777777777778	0.2777777777777778		0	0.4479032082388083	0.0141146280459841	0.0	0.2175128494912827				0.0	0.0	0.0	0	0	0	0	0
NZ_AZFN01000019.1	42393	0.0065576864104922	0.0065576864104922		0	0.0807135872045961	0.0003920168152228	0.0	0.0057737048308535				0.0	0.0	0.0	0	0	0	0	0
NZ_AZFN01000024.1	25490	0.0187132208709297	0.0187132208709297		0	0.1355102809220229	0.0008487813862936	0.0	0.0163880053074177				0.0	0.0	0.0	0	0	0	0	0
NZ_AZFN01000048.1	1773	0.2808798646362098	0.2808798646362098		0	0.4494289335124679	0.0106765065144625	0.0	0.2196532606702108				0.0	0.0	0.0	0	0	0	0	0
NZ_AZFO01000001.1	136650	0.5912330772045371	0.0372557628979143	0.0093786313408521	0	4.415308745176523	0.0119442214991325	0.0247932674716428	0.4067021960686334	0.0	0.0031441862004936	0.0	0.002202707647274	0.9695985832349469	0.9755017709563164	83	72	155	83	103
NZ_AZFO01000003.1	111655	0.6433746809368143	0.0307464959025569	0.0045298232791382	0	4.785180181104701	0.0143205979528798	0.023760691415521	0.4333989527417622	0.0	0.0059682541423373	0.0	0.0028211902736106	0.9826611383339616	0.9856765925367508	36	28	64	38	46
NZ_AZFO01000005.1	103486	0.0109290145526931	0.0057882225615059		0	0.1611853140124954	0.0005010565775445	0.0	0.0096039049396614				0.0	0.0	0.0	0	0	0	0	0
NZ_AZFO01000006.1	98945	0.0109656880084895	0.0029208145939663		0	0.204677779363344	0.0006506927452535	0.0	0.00963597608185				0.0	0.0	0.0	0	0	0	0	0
NZ_AZFO01000007.1	74141	0.0024817577318892	0.0024817577318892		0	0.0497553877529805	0.000182731670415	0.0	0.0021889927305964				0.0	0.0	0.0	0	0	0	0	0
NZ_AZFO01000008.1	65145	1.774595133931998	0.0442090720699977	0.0050805082648608	0	10.526824431837085	0.0412439421343643	0.0357663673344078	0.7913229637428828	0.0	0.0068516494191894	0.0	0.0162867449535651	0.973390557939914	0.976824034334764	54	32	86	54	62
NZ_AZFO01000009.1	58340	1.8378985258827565	0.108998971546109	0.0050048810210431	0	14.794472421587184	0.0612519602976999	0.0461947206033596	0.8026673505415596	0.0	0.00562899809148	0.0	0.0080390812478573	0.961038961038961	0.9643784786641928	96	33	129	96	105
NZ_AZFO01000011.1	56191	0.0049830043957217	0.0049830043957217		0	0.0704143029711574	0.0002970512392534	0.0	0.0043903270944052				0.0	0.0	0.0	0	0	0	0	0
NZ_AZFO01000013.1	47983	3.4907571431548674	0.1015776420815705	0.0034990370157231	0	13.838082284990106	0.0631737613584535	0.0854052476918908	0.9541480961367044	0.0	0.0049868688514136	0.0	0.0330116916407894	0.9748657881893606	0.9760858955588092	98	36	134	98	103
NZ_AZFO01000014.1	46171	4.845509085789781	0.2555933378094475	0.0072802607667832	0	13.208399866788437	0.0614709989609316	0.1999306924259817	0.9861377300663337	0.0	0.0065588406894517	0.0	0.0149444456477009	0.9689091106055682	0.9742173112338858	238	159	397	238	287
NZ_AZFO01000015.1	46004	0.004064863924876	0.004064863924876		0	0.0636265731133489	0.0002966507535638	0.0	0.0035828410985041				0.0	0.0	0.0	0	0	0	0	0
NZ_AZFO01000017.1	43691	0.0192945915634798	0.0068892907006019		0	0.2401969972722701	0.0011491495506802	0.0	0.0168928132583979				0.0	0.0	0.0	0	0	0	0	0
NZ_AZFO01000018.1	43004	0.3253185750162775	0.0139289368430843	0.0057709605194801	0	3.4565374613394098	0.0166683223599763	0.009999069853967	0.2496806039757827	0.0	0.007022221883138	0.0	0.0006278485722258	0.9674418604651164	0.972093023255814	12	5	17	12	14
NZ_AZFO01000019.1	42641	0.0235454140381323	0.0118196102342815		0	0.2384431775107566	0.0011547189754751	0.0	0.0205759660927025				0.0	0.0	0.0	0	0	0	0	0
NZ_AZFO01000021.1	38842	0.0036558364656814	0.0036558364656814		0	0.0603528899508356	0.0003062336208607	0.0	0.0032228988747426				0.0	0.0	0.0	0	0	0	0	0
NZ_AZFO01000022.1	38472	0.0037169889789977	0.0037169889789977		0	0.0608537013823129	0.000310256051675	0.0	0.0032767210618239				0.0	0.0	0.0	0	0	0	0	0
NZ_AZFO01000024.1	37020	0.0665586169638033	0.0138033495407887	0.0012931034482758	0	0.6871121924304109	0.0035712093787505	0.0078336034575904	0.0570775702812246	0.0			0.0	0.993103448275862	0.993103448275862	2	1	3	2	2
NZ_AZFO01000025.1	34977	0.0126940560940046	0.010635560511193		0	0.1290345232854759	0.0006899551354699	0.0	0.011146266408721				0.0	0.0	0.0	0	0	0	0	0
NZ_AZFO01000029.1	26795	0.0210113827206568	0.0107482739317036		0	0.2027217849534905	0.0012384590325683	0.0	0.0183820025493496				0.0	0.0	0.0	0	0	0	0	0
NZ_AZFO01000030.1	24218	0.0341894458667107	0.0119745643736064		0	0.3137298584749338	0.0020160239293566	0.0	0.0297381356786219				0.0	0.0	0.0	0	0	0	0	0
NZ_AZFO01000034.1	19806	0.1115318590326163	0.017015045945673	0.0041176471389642	0	0.8812286744904906	0.0062618289040941	0.0120165606381904	0.0937885680125381	0.0			0.0	0.9705882352941176	0.9747899159663864	6	2	8	6	7
NZ_AZFO01000038.1	15173	0.7587820470572728	0.0762538720094905	0.0056339180087808	0	3.4835590565970627	0.0282814557541308	0.0535161141501351	0.4882937492293137	0.0			0.0	0.9544334975369458	0.95935960591133	32	11	43	33	37
NZ_AZFO01000041.1	14390	0.0207783182765809	0.0104239054899235		0	0.2026213348576424	0.0016891564109761	0.0	0.0181799687979186				0.0	0.0	0.0	0	0	0	0	0
NZ_AZFO01000044.1	12806	2.330548180540372	0.0509917226300171	0.0038004216763994	0	11.144283215164814	0.0984832447806365	0.0504451038575667	0.8722747802683465	0.0	0.0041607476283456	0.0	0.0167109167577697	0.9473684210526316	0.953560371517028	30	6	36	30	34
NZ_AZFO01000053.1	8301	2.533791109504879	0.1735935429466329	0.0098813818713833	0	9.0777987165315	0.099641785845544	0.0833634501867244	0.893257677484875	0.0	0.011250450267448	0.0	0.013371882905674	0.9985549132947976	0.9985549132947976	1	18	19	1	1
NZ_AZFO01000066.1	3193	28.6385844033824	0.4632007516442217	0.0022366686669146	0	70.34857269822146	1.245156239338041	0.3501409332915753	0.999999999989586	0.0	0.0035489617186413	0.0	0.1055433761352959	0.998211091234347	0.9991055456171736	1	3	4	1	2
NZ_AZFO01000071.1	2056	15.403210116731518	0.5471789883268483	0.0066068973878156	2	20.704667075864517	0.4567329442318135	0.4474708171206226	0.9999987607875896	0.0	0.0081443900015295	0.0	0.0997081712062256	0.9967391304347826	0.9989130434782608	1	13	14	1	3
NZ_AZFO01000081.1	859	0.3119906868451688	0.3119906868451688		0	0.463306052374722	0.015817007833071	0.0	0.2407982878486085				0.0	0.0	0.0	0	0	0	0	0
NZ_AZFO01000084.1	784	129.71683673469389	0.9897959183673468	0.0070668006546488	135	79.05364312942552	2.8251467241216943	0.957908163265306	1.0	0.0	0.0056027635185623	0.0	0.7385204081632653	0.9946737683089214	0.9986684420772304	1	14	15	1	4
NZ_AZFQ01000002.1	8564	0.0338626809901915	0.0338626809901915		0	0.1808756474109989	0.0019546415510114	0.0	0.0294581423458655				0.0	0.0	0.0	0	0	0	0	0
NZ_AZFS01000006.1	153025	0.0018363012579643	0.0018363012579643		0	0.0428127230581562	0.000109444282014	0.0	0.0016201401644377				0.0	0.0	0.0	0	0	0	0	0
NZ_AZFS01000009.1	5830	0.3049742710120068	0.090566037735849	0.007357379515394	0	1.1424865111477185	0.0149642189362153	0.0238421955403087	0.2360800565021277	0.0			0.0	0.9928057553956836	1.0	0	1	1	0	1
NZ_AZFS01000025.1	3954	0.0359129994941831	0.0359129994941831		0	0.186073254288503	0.0029595150036443	0.0	0.0312136520494424				0.0	0.0	0.0	0	0	0	0	0
NZ_AZFS01000027.1	6618	0.2384406165004533	0.0503173164097914	0.0031806617292738	0	1.094488838933388	0.0134549091563819	0.0395889996977939	0.1898558339459249	0.0			0.0	0.9770992366412212	0.9770992366412212	6	0	6	6	6
NZ_AZFT01000003.1	3241	0.3353903116322123	0.1400802221536563		0	0.9378118806549742	0.0164756753313095	0.0	0.2563238678492028				0.0	0.0	0.0	0	0	0	0	0
NZ_AZFX01000014.1	1659	1.7721518987341771	0.6998191681735986	0.0	1	1.695626650956604	0.0416426128035494	0.0934297769740807	0.7908722828018011	0.0			0.0	0.9870967741935484	0.9870967741935484	2	0	2	2	2
NZ_AZFZ01000050.1	22929	0.0565659208862139	0.0126477386715513	0.0	0	0.5056975738772428	0.0033397025144337	0.0072397400671638	0.048720832645234	0.0			0.0	0.9819277108433736	0.9819277108433736	3	0	3	3	3
NZ_AZFZ01000070.1	10166	8.465571512886092	0.3337595907928389	0.0017889644773233	0	13.461092387534515	0.1335139404103174	0.3305134762935274	0.999432970737306	0.0	0.0	0.0	0.0019673421207948	0.9982142857142856	0.9988095238095238	4	11	15	4	6
NZ_AZFZ01000083.1	7344	0.1922657952069716	0.0394880174291939	0.0	0	0.9510429358006663	0.0110984763247521	0.0347222222222222	0.1561417064901518	0.0			0.0	0.984313725490196	0.984313725490196	4	0	4	4	4
NZ_AZFZ01000105.1	4791	0.1671884783969943	0.1097891880609476		0	0.5122343794061746	0.0074011800030468	0.0	0.1372475061489507				0.0	0.0	0.0	0	0	0	0	0
NZ_AZFZ01000113.1	3667	0.4633215162257976	0.1363512407962912	0.0022729193303068	0	1.3969284104391717	0.0230716109500595	0.0717207526588492	0.3357607637420603	0.0			0.0	0.973384030418251	0.973384030418251	7	0	7	7	7
NZ_AZFZ01000116.1	3414	0.1364967779730521	0.0919742237844171		0	0.4548741759578108	0.0077861566614213	0.0	0.1135465413423306				0.0	0.0	0.0	0	0	0	0	0
NZ_AZFZ01000124.1	3001	1.0983005664778407	0.2402532489170276	0.0017301038062284	0	2.560953133238898	0.0467563933262825	0.0963012329223592	0.6208409102872352	0.0			0.0	0.9757785467128028	0.9792387543252596	6	1	7	6	7
NZ_AZFZ01000176.1	1062	6.116760828625235	0.4190207156308851	0.0014263333899251	0	7.89559471307369	0.2423969526057056	0.4190207156308851	0.9954883837152492	0.0			0.0	0.9662921348314608	0.9662921348314608	15	1	16	15	15
NZ_AZGA01000016.1	148390	0.0090706920951546	0.0048925129725722		0	0.1440181522308168	0.0003738663521217	0.0	0.0079774311706493				0.0	0.0	0.0	0	0	0	0	0
NZ_AZGA01000030.1	1057	4.687795648060549	0.7994323557237465	0.0145569483475449	5	3.818861292863924	0.1175173325954706	0.5175023651844843	0.9840663739540596	0.0			0.0	0.9926873857404022	0.9963436928702012	2	10	12	2	4
NZ_AZGA01000043.1	33265	0.0339395761310686	0.0265143544265744		0	0.2182615969704714	0.0011967132305945	0.0	0.0295240383571085				0.0	0.0	0.0	0	0	0	0	0
NZ_AZGB01000010.1	3076	0.3621586475942783	0.1001300390117035		0	1.1106757140592531	0.0200292513065959	0.0	0.2736956127394483				0.0	0.0	0.0	0	0	0	0	0
NZ_AZGE01000001.1	290001	0.1304719638897797	0.0289309347209147	0.0053856084143603	0	1.1503477869941394	0.0021361422132709	0.0094689328657487	0.108818121748866	0.0			0.0	0.9806991988346686	0.982884195193008	46	30	76	47	53
NZ_AZGE01000002.1	202663	0.1152405717866606	0.0296502074873065	0.0039775957622288	0	1.0000605825979545	0.0022214684404879	0.008255083562367	0.0967513692656556	0.0			0.0	0.9665271966527196	0.9677226539151226	54	6	60	54	56
NZ_AZGE01000003.1	96884	0.1230956607902233	0.0147702407002188	0.004741204449855	0	1.4831741477353164	0.0047650598275623	0.0051814541100697	0.1029946642284506	0.0			0.0	0.9840637450199204	0.99601593625498	2	6	8	2	8
NZ_AZGE01000004.1	92139	0.0799878444524034	0.0253204397703469	0.0030009448528289	0	0.5738950552365892	0.0018906585034786	0.0052095203985283	0.0681927198666434	0.0			0.0	0.9770833333333332	0.9770833333333332	11	0	11	11	11
NZ_AZGE01000005.1	90440	0.0216939407341884	0.0126713843432109		0	0.2372217867731654	0.0007888177906094	0.0	0.018973444217308				0.0	0.0	0.0	0	0	0	0	0
NZ_AZGE01000006.1	88535	0.0186931721917885	0.006539786525103		0	0.2442554621389063	0.0008208980825431	0.0	0.0163705922861958				0.0	0.0	0.0	0	0	0	0	0
NZ_AZGE01000007.1	68172	0.0103121516164994	0.0062782373995188		0	0.135180026555327	0.0005177411631668	0.0	0.0090642991721372				0.0	0.0	0.0	0	0	0	0	0
NZ_AZGE01000009.1	51959	0.0383186743393829	0.0111626474720452		0	0.3656445587291114	0.0016041054049058	0.0	0.0332693743913175				0.0	0.0	0.0	0	0	0	0	0
NZ_AZGE01000010.1	49814	0.2352149997992532	0.0331633677279479	0.0079241076645824	0	1.8204692250760497	0.0081566531059726	0.0173645962982294	0.1875450762857243	0.0			0.0	0.9791907514450868	0.983815028901734	12	13	25	14	18
NZ_AZGE01000011.1	48197	0.2127518310268274	0.0744859638566715	0.0016471425409418	0	0.9691428008412007	0.0044145076743547	0.0116604767931614	0.17126916819782	0.0			0.0	0.9750889679715302	0.9768683274021353	13	1	14	13	14
NZ_AZGE01000013.1	45526	0.0722883626938452	0.0253701181742301	0.0029446408942394	0	0.5367302090226337	0.0025155390432774	0.0062162280894433	0.0618361117215295	0.0			0.0	0.9858657243816256	0.9858657243816256	4	0	4	4	4
NZ_AZGE01000014.1	44659	0.0252580666830873	0.0191898609462818		0	0.1917198691427971	0.0009072301802904	0.0	0.0220560025238241				0.0	0.0	0.0	0	0	0	0	0
NZ_AZGE01000016.1	41389	0.0401314358887627	0.01526975766508		0	0.3454204940604949	0.0016978952009444	0.0	0.0348155518127097				0.0	0.0	0.0	0	0	0	0	0
NZ_AZGE01000017.1	39876	0.0563496840204634	0.0285384692546895		0	0.3872653836583236	0.0019393595386592	0.0	0.0485391807683327				0.0	0.0	0.0	0	0	0	0	0
NZ_AZGE01000018.1	38162	0.0505214611393532	0.0367381164509197		0	0.2748376474949623	0.001406910105583	0.0	0.0436300369804362				0.0	0.0	0.0	0	0	0	0	0
NZ_AZGE01000020.1	31174	0.0446205170975813	0.0122538012446269	0.0274846634250477	0	0.425683621792629	0.00241100239182	0.0052287162378905	0.0386338340268317	0.0			0.0	0.9693251533742332	0.98159509202454	2	8	10	3	5
NZ_AZGE01000022.1	26608	0.4450541190619362	0.0476548406494287	0.0036630046747861	0	3.105395022249962	0.0190378937065884	0.0200315694527961	0.3249596331329286	0.0			0.0	0.9774859287054408	0.9793621013133208	11	4	15	11	12
NZ_AZGE01000024.1	26411	0.0428609291583052	0.0109802733709439		0	0.4080464317105889	0.0025108766836003	0.0	0.0371389829018803				0.0	0.0	0.0	0	0	0	0	0
