Bin Id,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,bin_class,class_3
S11C8027,o__Lactobacillales (UID374),471,350,191,194,156,0,0,0,0,36.13,0.0,0.0,3,2
S11C85,o__Lactobacillales (UID544),293,475,267,6,466,3,0,0,0,98.78,0.75,0.0,0,0
S11C8538,root (UID1),5656,56,24,55,1,0,0,0,0,4.17,0.0,0.0,3,2
S11C90,p__Bacteroidetes (UID2605),350,314,208,5,305,4,0,0,0,98.38,1.68,50.0,0,0
S12C1032,o__Bacteroidales (UID2654),163,486,266,140,338,7,1,0,0,78.17,2.63,40.0,1,1
S12C1046,o__Clostridiales (UID1212),172,263,149,7,255,1,0,0,0,95.3,0.34,100.0,0,0
S12C1069,o__Bacteroidales (UID2621),198,427,260,72,351,4,0,0,0,91.47,1.09,0.0,0,0
S12C1113,o__Lactobacillales (UID355),490,332,181,66,266,0,0,0,0,84.4,0.0,0.0,1,1
S12C11184,root (UID1),5656,56,24,55,1,0,0,0,0,4.17,0.0,0.0,3,2
S12C115,o__Clostridiales (UID1212),172,263,149,178,83,2,0,0,0,28.65,0.67,0.0,3,2
S12C1150,k__Bacteria (UID203),5449,104,58,100,4,0,0,0,0,6.03,0.0,0.0,3,2
S12C1208,k__Bacteria (UID203),5449,104,58,84,20,0,0,0,0,32.76,0.0,0.0,3,2
S12C1256,k__Bacteria (UID203),5449,103,57,94,9,0,0,0,0,12.63,0.0,0.0,3,2
S12C13518,root (UID1),5656,56,24,55,1,0,0,0,0,4.17,0.0,0.0,3,2
S12C14,p__Proteobacteria (UID3887),1487,255,158,3,251,1,0,0,0,98.58,0.63,0.0,0,0
S12C1449,o__Clostridiales (UID1212),172,263,149,83,175,5,0,0,0,64.5,0.94,100.0,1,1
S12C1476,k__Bacteria (UID203),5449,104,58,91,13,0,0,0,0,16.69,0.0,0.0,3,2
S12C1500,o__Lactobacillales (UID355),490,334,183,32,301,1,0,0,0,98.91,0.55,100.0,0,0
S12C1589,k__Bacteria (UID203),5449,104,58,91,13,0,0,0,0,20.69,0.0,0.0,3,2
S12C1652,k__Bacteria (UID203),5449,104,58,97,6,1,0,0,0,12.07,1.72,0.0,3,2
S12C167211,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,3,2
S12C1714,k__Bacteria (UID203),5449,104,58,100,4,0,0,0,0,6.9,0.0,0.0,3,2
S12C177,k__Bacteria (UID203),5449,104,58,65,38,1,0,0,0,45.25,0.16,0.0,3,2
S12C181,k__Bacteria (UID203),5449,104,58,72,31,1,0,0,0,49.14,1.72,100.0,3,2
S12C18319,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,3,2
S12C1858,k__Bacteria (UID203),5449,104,58,94,10,0,0,0,0,15.52,0.0,0.0,3,2
S12C1878,root (UID1),5656,56,24,53,3,0,0,0,0,12.5,0.0,0.0,3,2
S12C188,o__Lactobacillales (UID355),490,336,184,12,324,0,0,0,0,96.55,0.0,0.0,0,0
S12C1904,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,3,2
S12C19842,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,3,2
S12C199,c__Clostridia (UID1118),387,223,124,87,135,1,0,0,0,50.53,0.03,100.0,1,1
S12C2001,k__Bacteria (UID203),5449,103,57,96,7,0,0,0,0,10.53,0.0,0.0,3,2
S12C2037,k__Bacteria (UID203),5449,102,56,65,37,0,0,0,0,57.14,0.0,0.0,1,1
S12C205,g__Lactobacillus (UID377),91,430,154,32,397,1,0,0,0,92.81,0.13,100.0,0,0
S12C224,k__Bacteria (UID203),5449,103,58,89,14,0,0,0,0,20.69,0.0,0.0,3,2
S12C2283,k__Bacteria (UID203),5449,103,57,83,20,0,0,0,0,27.37,0.0,0.0,3,2
S12C234,f__Lachnospiraceae (UID1256),33,333,171,58,267,8,0,0,0,87.71,4.09,62.5,1,1
S12C243,o__Clostridiales (UID1212),172,263,149,47,208,7,1,0,0,77.9,3.49,30.0,1,1
S12C251,c__Clostridia (UID1118),387,223,124,113,108,2,0,0,0,40.88,0.1,0.0,3,2
S12C2525,k__Bacteria (UID203),5449,104,58,89,15,0,0,0,0,21.0,0.0,0.0,3,2
S12C2597,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,3,2
S12C270,o__Clostridiales (UID1212),172,263,149,138,123,2,0,0,0,47.0,0.67,100.0,3,2
S12C2722,o__Clostridiales (UID1212),172,263,149,101,161,1,0,0,0,57.6,0.67,0.0,1,1
S12C27744,k__Bacteria (UID203),5449,104,58,103,1,0,0,0,0,0.16,0.0,0.0,3,2
S12C2782,k__Bacteria (UID203),5449,104,58,93,11,0,0,0,0,17.24,0.0,0.0,3,2
S12C2881,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,3,2
S12C294,o__Clostridiales (UID1226),155,278,158,130,147,1,0,0,0,62.8,0.63,0.0,1,1
S12C2991,f__Lachnospiraceae (UID1256),33,333,171,126,202,5,0,0,0,65.24,2.49,60.0,1,1
S12C3084,k__Bacteria (UID203),5449,104,58,1,19,13,70,1,0,98.28,181.22,27.51,3,2
S12C3198,k__Bacteria (UID203),5449,104,58,90,14,0,0,0,0,22.41,0.0,0.0,3,2
S12C339,o__Bacteroidales (UID2657),160,492,269,205,275,11,1,0,0,63.49,2.18,14.29,1,1
S12C346,k__Bacteria (UID203),5449,104,58,102,1,1,0,0,0,1.02,0.86,100.0,3,2
S12C3483,k__Bacteria (UID203),5449,103,57,88,15,0,0,0,0,20.18,0.0,0.0,3,2
S12C3574,o__Clostridiales (UID1212),172,263,149,80,183,0,0,0,0,65.43,0.0,0.0,1,1
S12C362,g__Lactobacillus (UID377),91,430,154,57,373,0,0,0,0,92.19,0.0,0.0,0,0
S12C3635,f__Bifidobacteriaceae (UID1458),77,464,220,155,308,1,0,0,0,68.64,0.08,0.0,1,1
S12C392,o__Bacteroidales (UID2657),160,492,269,3,488,1,0,0,0,98.88,0.37,0.0,0,0
S12C422,k__Bacteria (UID203),5449,103,57,90,13,0,0,0,0,20.18,0.0,0.0,3,2
S12C439,f__Lachnospiraceae (UID1256),33,333,171,37,292,4,0,0,0,90.47,1.66,75.0,0,0
S12C442,o__Lactobacillales (UID355),490,336,184,45,289,2,0,0,0,82.07,0.32,100.0,1,1
S12C4456,k__Bacteria (UID203),5449,103,57,98,5,0,0,0,0,5.26,0.0,0.0,3,2
S12C4469,k__Bacteria (UID203),5449,104,58,94,10,0,0,0,0,12.07,0.0,0.0,3,2
S12C4611,o__Bacteroidales (UID2657),160,492,269,104,387,1,0,0,0,86.17,0.19,100.0,1,1
S12C4861,k__Bacteria (UID203),5449,104,58,75,29,0,0,0,0,27.59,0.0,0.0,3,2
S12C488,o__Actinomycetales (UID1809),267,396,219,59,334,3,0,0,0,86.94,1.03,100.0,1,1
S12C4957,k__Bacteria (UID203),5449,103,57,77,26,0,0,0,0,40.35,0.0,0.0,3,2
S12C4980,k__Bacteria (UID203),5449,104,58,102,2,0,0,0,0,0.31,0.0,0.0,3,2
S12C51,k__Bacteria (UID203),5449,104,58,96,8,0,0,0,0,13.79,0.0,0.0,3,2
S12C5259,o__Lactobacillales (UID374),471,350,191,124,226,0,0,0,0,62.04,0.0,0.0,1,1
S12C530,o__Clostridiales (UID1212),172,263,149,32,225,6,0,0,0,92.17,2.8,50.0,0,0
S12C537,k__Bacteria (UID203),5449,103,57,60,36,7,0,0,0,54.66,10.53,85.71,3,2
S12C545,k__Bacteria (UID1453),901,171,117,62,108,1,0,0,0,63.53,0.85,0.0,1,1
S12C569,g__Lactobacillus (UID380),58,449,129,6,442,1,0,0,0,96.04,0.78,100.0,0,0
S12C5843,root (UID1),5656,56,24,55,1,0,0,0,0,4.17,0.0,0.0,3,2
S12C588,o__Selenomonadales (UID1024),64,334,167,62,267,5,0,0,0,82.41,1.22,0.0,1,1
S12C620,k__Bacteria (UID2329),174,149,89,95,53,1,0,0,0,32.95,1.12,0.0,3,2
S12C627,root (UID1),5656,56,24,52,4,0,0,0,0,10.42,0.0,0.0,3,2
S12C6601,c__Bacilli (UID284),725,279,151,148,131,0,0,0,0,45.58,0.0,0.0,3,2
S12C672,f__Enterobacteriaceae (UID5124),134,1173,336,23,1144,6,0,0,0,97.82,0.53,83.33,0,0
S12C6806,root (UID1),5656,56,24,53,3,0,0,0,0,12.5,0.0,0.0,3,2
S12C685,p__Bacteroidetes (UID2605),350,314,208,274,40,0,0,0,0,4.17,0.0,0.0,3,2
S12C726,o__Clostridiales (UID1212),172,263,149,220,42,1,0,0,0,12.87,0.06,100.0,3,2
S12C7332,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,3,2
S12C736,k__Bacteria (UID203),5449,104,58,92,12,0,0,0,0,14.39,0.0,0.0,3,2
S12C74,p__Firmicutes (UID240),1318,178,104,84,94,0,0,0,0,52.36,0.0,0.0,1,1
S12C7570,k__Bacteria (UID203),5449,104,58,98,6,0,0,0,0,6.9,0.0,0.0,3,2
S12C7803,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,3,2
S12C84,o__Clostridiales (UID1212),172,263,149,9,254,0,0,0,0,94.63,0.0,0.0,0,0
S12C85,o__Lactobacillales (UID544),293,475,267,66,404,5,0,0,0,85.19,1.06,20.0,1,1
S12C853,k__Bacteria (UID203),5449,104,58,81,23,0,0,0,0,35.06,0.0,0.0,3,2
S12C90,k__Bacteria (UID203),5449,104,58,0,35,69,0,0,0,100.0,83.62,46.38,3,2
S12C9082,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,3,2
S12C9322,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,3,2
S12C958,k__Bacteria (UID203),5449,104,58,85,19,0,0,0,0,14.39,0.0,0.0,3,2
S13C1032,k__Bacteria (UID203),5449,104,58,101,3,0,0,0,0,3.45,0.0,0.0,3,2
S13C1138,g__Campylobacter (UID3076),40,926,174,507,415,4,0,0,0,44.31,0.37,50.0,3,2
S13C13227,p__Bacteroidetes (UID2605),350,314,208,30,277,7,0,0,0,97.84,2.08,28.57,0,0
S13C161509,k__Bacteria (UID203),5449,104,58,103,1,0,0,0,0,0.16,0.0,0.0,3,2
S13C1622,k__Bacteria (UID203),5449,104,58,80,24,0,0,0,0,28.76,0.0,0.0,3,2
S13C1666,p__Bacteroidetes (UID2605),350,314,208,50,262,2,0,0,0,96.08,0.64,50.0,0,0
S13C1752,o__Lactobacillales (UID374),471,350,191,159,191,0,0,0,0,45.94,0.0,0.0,3,2
S13C188,o__Lactobacillales (UID355),490,336,184,13,319,4,0,0,0,94.16,1.04,25.0,0,0
S13C205,g__Lactobacillus (UID377),91,430,154,12,412,6,0,0,0,95.63,1.28,100.0,0,0
S13C2459,p__Firmicutes (UID1022),100,295,158,0,294,1,0,0,0,100.0,0.63,0.0,0,0
S13C2600,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,3,2
S13C2716,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,3,2
S13C27796,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,3,2
S13C2782,o__Lactobacillales (UID374),471,350,191,16,324,10,0,0,0,93.89,3.66,80.0,0,0
S13C30,p__Bacteroidetes (UID2605),350,314,208,2,293,19,0,0,0,99.28,6.73,94.74,1,1
S13C3102,o__Thermoanaerobacterales (UID1420),32,488,209,288,195,5,0,0,0,46.03,0.74,40.0,3,2
S13C315,o__Campylobacterales (UID3068),106,477,284,25,452,0,0,0,0,95.25,0.0,0.0,0,0
S13C330,k__Bacteria (UID203),5449,104,58,95,9,0,0,0,0,12.8,0.0,0.0,3,2
S13C341,root (UID1),5656,56,24,55,1,0,0,0,0,4.17,0.0,0.0,3,2
S13C346,k__Bacteria (UID203),5449,103,57,99,4,0,0,0,0,4.55,0.0,0.0,3,2
S13C356,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,3,2
S13C362,g__Lactobacillus (UID377),91,430,154,79,350,1,0,0,0,87.2,0.22,100.0,1,1
S13C396,o__Selenomonadales (UID1024),64,334,167,100,229,5,0,0,0,67.19,1.7,40.0,1,1
S13C3964,o__Thermoanaerobacterales (UID1420),32,488,209,414,72,2,0,0,0,10.94,0.72,0.0,3,2
S13C403,o__Clostridiales (UID1212),172,263,149,140,121,2,0,0,0,49.03,1.01,100.0,3,2
S13C4046,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,3,2
S13C4409,o__Bacteroidales (UID2657),160,492,269,14,476,2,0,0,0,95.82,0.56,0.0,0,0
S13C442,o__Lactobacillales (UID355),490,336,184,14,320,2,0,0,0,94.2,0.56,100.0,0,0
S13C46,p__Proteobacteria (UID3887),1487,256,160,83,171,2,0,0,0,58.53,0.66,50.0,1,1
S13C468,k__Bacteria (UID203),5449,104,58,95,9,0,0,0,0,15.52,0.0,0.0,3,2
S13C4690,k__Bacteria (UID203),5449,104,58,96,8,0,0,0,0,12.07,0.0,0.0,3,2
S13C488,o__Actinomycetales (UID1809),267,396,219,109,285,2,0,0,0,72.27,0.38,100.0,1,1
S13C5004,root (UID1),5656,56,24,55,1,0,0,0,0,4.17,0.0,0.0,3,2
S13C5141,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,3,2
S13C5259,k__Bacteria (UID203),5449,104,58,93,11,0,0,0,0,17.24,0.0,0.0,3,2
S13C533,k__Bacteria (UID1453),901,171,117,14,154,3,0,0,0,90.26,1.99,33.33,0,0
S13C5341,k__Bacteria (UID203),5449,102,56,63,38,1,0,0,0,60.71,1.79,100.0,1,1
S13C569,g__Lactobacillus (UID380),58,449,129,10,438,1,0,0,0,94.32,0.13,100.0,0,0
S13C575,o__Bacteroidales (UID2617),213,406,265,28,370,8,0,0,0,92.34,1.22,37.5,0,0
S13C5913,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,3,2
S13C61,g__Campylobacter (UID3076),40,926,174,6,871,49,0,0,0,98.94,5.1,6.12,1,1
S13C647,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,3,2
S13C672,f__Enterobacteriaceae (UID5124),134,1173,336,55,1111,7,0,0,0,94.29,1.0,71.43,0,0
S13C740,k__Bacteria (UID1453),901,171,117,29,140,2,0,0,0,85.47,1.71,50.0,1,1
S13C85,o__Lactobacillales (UID544),293,475,267,7,464,4,0,0,0,98.13,1.12,25.0,0,0
S13C90,root (UID1),5656,56,24,51,5,0,0,0,0,20.83,0.0,0.0,3,2
S13C95,k__Bacteria (UID2495),2993,147,91,41,105,1,0,0,0,78.97,0.1,0.0,1,1
S13C962,o__Campylobacterales (UID3068),106,477,284,13,453,11,0,0,0,96.3,3.26,90.91,0,0
S13C9880,k__Bacteria (UID203),5449,104,58,99,5,0,0,0,0,5.17,0.0,0.0,3,2
S13C995,k__Bacteria (UID2566),525,208,136,28,179,1,0,0,0,85.64,0.74,100.0,1,1
S14C1039,o__Lactobacillales (UID355),490,334,183,14,320,0,0,0,0,98.55,0.0,0.0,0,0
S14C107,o__Actinomycetales (UID1572),580,286,171,22,262,2,0,0,0,94.44,1.17,0.0,0,0
S14C1113,o__Lactobacillales (UID355),490,332,181,36,294,2,0,0,0,90.74,0.22,100.0,0,0
S14C173,c__Bacilli (UID285),586,316,174,18,294,4,0,0,0,94.59,1.39,25.0,0,0
S14C18,o__Actinomycetales (UID1812),229,457,227,19,435,3,0,0,0,94.99,0.66,100.0,0,0
S14C181,k__Bacteria (UID203),5449,104,58,86,18,0,0,0,0,26.15,0.0,0.0,3,2
S14C188,o__Lactobacillales (UID355),490,336,184,9,327,0,0,0,0,95.11,0.0,0.0,0,0
S14C189,k__Bacteria (UID203),5449,104,58,67,36,1,0,0,0,53.45,1.72,0.0,2,1
S14C204,o__Actinomycetales (UID1572),580,286,172,42,238,6,0,0,0,83.34,1.79,83.33,1,1
S14C205,g__Lactobacillus (UID377),91,430,154,69,360,1,0,0,0,88.57,0.65,0.0,1,1
S14C2239,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,3,2
S14C224,k__Bacteria (UID203),5449,103,58,51,52,0,0,0,0,79.31,0.0,0.0,1,1
S14C232,o__Actinomycetales (UID1572),580,286,171,100,185,1,0,0,0,73.97,0.58,100.0,1,1
S14C2418,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,3,2
S14C2538,c__Bacilli (UID256),765,275,151,6,258,11,0,0,0,96.03,2.76,0.0,0,0
S14C26133,k__Bacteria (UID203),5449,104,58,62,42,0,0,0,0,62.07,0.0,0.0,1,1
S14C271,o__Lactobacillales (UID355),490,336,184,49,283,4,0,0,0,91.27,1.63,25.0,0,0
S14C2782,k__Bacteria (UID203),5449,104,58,88,16,0,0,0,0,20.69,0.0,0.0,3,2
S14C313,c__Bacilli (UID285),586,325,181,2,321,2,0,0,0,98.9,1.1,0.0,0,0
S14C314,c__Bacilli (UID285),586,316,174,37,279,0,0,0,0,87.22,0.0,0.0,1,1
S14C330,o__Lactobacillales (UID355),490,334,183,1,332,1,0,0,0,99.45,0.55,100.0,0,0
S14C362,g__Lactobacillus (UID377),91,430,154,26,404,0,0,0,0,92.92,0.0,0.0,0,0
S14C432,k__Bacteria (UID203),5449,102,57,92,10,0,0,0,0,15.07,0.0,0.0,3,2
S14C442,o__Lactobacillales (UID355),490,336,184,34,301,1,0,0,0,87.12,0.54,100.0,1,1
S14C4469,o__Lactobacillales (UID374),471,350,191,286,64,0,0,0,0,7.85,0.0,0.0,3,2
S14C456,k__Bacteria (UID203),5449,103,58,87,16,0,0,0,0,8.15,0.0,0.0,3,2
S14C488,o__Actinomycetales (UID1809),267,396,219,33,331,31,1,0,0,90.14,9.53,97.06,2,1
